Date,Open,Stock
2021-03-22,2041.839966,GOOG
2021-03-23,2051.699951,GOOG
2021-03-24,2065.370117,GOOG
2021-03-25,2044.810059,GOOG
2021-03-26,2038.859985,GOOG
2021-03-29,2027.880005,GOOG
2021-03-30,2057.629883,GOOG
2021-03-31,2059.120117,GOOG
2021-04-01,2097.949951,GOOG
2021-04-05,2152.939941,GOOG
2021-04-06,2222.5,GOOG
2021-04-07,2226.129883,GOOG
2021-04-08,2277.959961,GOOG
2021-04-09,2256.699951,GOOG
2021-04-12,2266.25,GOOG
2021-04-13,2261.469971,GOOG
2021-04-14,2275.159912,GOOG
2021-04-15,2276.97998,GOOG
2021-04-16,2303.0,GOOG
2021-04-19,2291.97998,GOOG
2021-04-20,2307.889893,GOOG
2021-04-21,2285.25,GOOG
2021-01-04,157.240005,JNJ
2021-01-05,156.25,JNJ
2021-01-06,157.240005,JNJ
2021-01-07,159.0,JNJ
2021-01-08,160.509995,JNJ
2021-01-11,160.559998,JNJ
2021-01-12,159.149994,JNJ
2021-01-13,158.229996,JNJ
2021-01-14,160.449997,JNJ
2021-01-15,160.300003,JNJ
2021-01-19,162.0,JNJ
2021-01-20,163.199997,JNJ
2021-01-21,161.320007,JNJ
2021-01-22,162.360001,JNJ
2021-01-25,165.009995,JNJ
2021-01-26,169.699997,JNJ
2021-01-27,169.119995,JNJ
2021-01-28,168.199997,JNJ
2021-01-29,164.259995,JNJ
2021-02-01,165.309998,JNJ
2021-02-02,163.380005,JNJ
2021-02-03,160.940002,JNJ
2021-02-04,161.0,JNJ
2021-02-05,164.860001,JNJ
2021-02-08,165.029999,JNJ
2021-02-09,165.199997,JNJ
2021-02-10,167.889999,JNJ
2021-02-11,167.0,JNJ
2021-02-12,164.399994,JNJ
2021-02-16,166.580002,JNJ
2021-02-17,164.970001,JNJ
2021-02-18,164.960007,JNJ
2021-02-19,165.600006,JNJ
2021-02-22,161.869995,JNJ
2021-02-23,161.479996,JNJ
2021-02-24,162.399994,JNJ
2021-02-25,163.130005,JNJ
2021-02-26,162.0,JNJ
2021-03-01,161.449997,JNJ
2021-03-02,159.779999,JNJ
2021-03-03,158.25,JNJ
2021-03-04,155.990005,JNJ
2021-03-05,153.979996,JNJ
2021-03-08,157.0,JNJ
2021-03-09,156.889999,JNJ
2021-03-10,158.820007,JNJ
2021-03-11,159.539993,JNJ
2021-03-12,159.279999,JNJ
2021-03-15,159.75,JNJ
2021-03-16,160.460007,JNJ
2021-03-17,160.830002,JNJ
2021-03-18,160.210007,JNJ
2021-03-19,160.690002,JNJ
2021-03-22,158.309998,JNJ
2021-03-23,160.210007,JNJ
